EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
3.2.2.1,C00212,Salmonella enterica,160,-1,-1,8.55,3,2,2,1,53437.5,0.00101907,Glycosyl,2
3.2.2.1,C00294,Salmonella enterica,965,-1,-1,8.55,3,2,2,1,8860.103627,0.00101907,Glycosyl,2
3.2.2.1,C01762,Salmonella enterica,3345,-1,-1,8.55,3,2,2,1,2556.053812,0.00101907,Glycosyl,2
3.2.2.1,C00212,Sulfolobus solfataricus,60,-1,-1,17.45,3,2,2,1,290833.3333,0.002079857,Glycosyl,2
3.2.2.1,C00294,Sulfolobus solfataricus,350,-1,-1,17.45,3,2,2,1,49857.14286,0.002079857,Glycosyl,2
3.2.2.1,C00387,Sulfolobus solfataricus,160,-1,-1,17.45,3,2,2,1,109062.5,0.002079857,Glycosyl,2
3.2.2.1,C00212,Trypanosoma brucei,8.5,-1,-1,17.3,3,2,2,1,2035294.118,0.002061979,Glycosyl,2
3.2.2.1,C00294,Trypanosoma brucei,26.45,-1,-1,17.3,3,2,2,1,654064.2722,0.002061979,Glycosyl,2
3.2.2.1,C00387,Trypanosoma brucei,39.75,-1,-1,17.3,3,2,2,1,435220.1258,0.002061979,Glycosyl,2
3.2.2.1,C01762,Trypanosoma brucei,280,-1,-1,17.3,3,2,2,1,61785.71429,0.002061979,Glycosyl,2
3.2.2.1,C00212,Trypanosoma vivax,8.27,-1,-1,2.3,3,2,2,1,278113.6638,0.000274136,Glycosyl,2
3.2.2.1,C00294,Trypanosoma vivax,5.285,-1,-1,2.3,3,2,2,1,435193.9451,0.000274136,Glycosyl,2
3.2.2.1,C00387,Trypanosoma vivax,2.3,-1,-1,2.3,3,2,2,1,1000000,0.000274136,Glycosyl,2
3.2.2.1,C00294,Bacillus thuringiensis,399,-1,-1,48.9,3,2,2,1,122556.391,0.005828367,Glycosyl,2
3.2.2.1,C00294,Giardia intestinalis,70,-1,-1,,3,2,2,1,,,Glycosyl,2
3.2.2.1,C00294,Physcomitrella patens,78,-1,-1,6,3,2,2,1,76923.07692,0.000715137,Glycosyl,2
3.2.2.1,C01762,Physcomitrella patens,116,-1,-1,6,3,2,2,1,51724.13793,0.000715137,Glycosyl,2
3.2.2.1,C00294,Zea mays,201,-1,-1,7.2,3,2,2,1,35820.89552,0.000858164,Glycosyl,2
3.2.2.1,C01762,Zea mays,396,-1,-1,7.2,3,2,2,1,18181.81818,0.000858164,Glycosyl,2
3.2.2.16,C00170,Arabidopsis thaliana,5.25,-1,-1,10.35,3,2,2,16,1971428.571,0.001233611,Glycosyl,2
3.2.2.16,C00170,Borrelia burgdorferi,2.85,-1,-1,,3,2,2,16,,,Glycosyl,2
3.2.2.16,C00170,Brucella melitensis,2.2,-1,-1,8.8,3,2,2,16,4000000,0.001048868,Glycosyl,2
3.2.2.16,C00170,Burkholderia thailandensis,19,-1,-1,1.8,3,2,2,16,94736.84211,0.000214541,Glycosyl,2
3.2.2.16,C00170,Escherichia coli,0.19,-1,-1,2.3,3,2,2,16,12105263.16,0.000274136,Glycosyl,2
3.2.2.16,C00170,Helicobacter pylori,39,-1,-1,3.8,3,2,2,16,97435.89744,0.00045292,Glycosyl,2
3.2.2.16,C00170,Oryza sativa,2100,-1,-1,,3,2,2,16,,,Glycosyl,2
3.2.2.16,C00170,Salmonella enterica,0.0004,-1,-1,20,3,2,2,16,50000000000,0.00238379,Glycosyl,2
3.2.2.16,C00170,Staphylococcus aureus,0.9,-1,-1,10.2,3,2,2,16,11333333.33,0.001215733,Glycosyl,2
3.2.2.16,C00170,Streptococcus pneumoniae,23,-1,-1,0.25,3,2,2,16,10869.56522,2.98E-05,Glycosyl,2
3.2.2.16,C00170,Vibrio cholerae,0.00036,-1,-1,4.2,3,2,2,16,11666666667,0.000500596,Glycosyl,2
3.2.2.2,C00294,Arabidopsis thaliana,1400,-1,-1,,3,2,2,2,,,Glycosyl,2
3.2.2.2,C00294,Azotobacter vinelandii,750,-1,-1,,3,2,2,2,,,Glycosyl,2
3.2.2.2,C00294,Lupinus luteus,2.7,-1,-1,,3,2,2,2,,,Glycosyl,2
3.2.2.26,C16999,Thermus thermophilus,154,-1,-1,1.02,3,2,2,26,6623.376623,0.000121573,Glycosyl,2
3.2.2.3,C00299,Arabidopsis thaliana,800,-1,-1,,3,2,2,3,,,Glycosyl,2
3.2.2.3,C00299,Escherichia coli,408,-1,-1,10.85,3,2,2,3,26593.13725,0.001293206,Glycosyl,2
3.2.2.3,C00299,Saccharomyces cerevisiae,1600,-1,-1,20,3,2,2,3,12500,0.00238379,Glycosyl,2
3.2.2.3,C00299,Zea mays,490,-1,-1,13.4,3,2,2,3,27346.93878,0.001597139,Glycosyl,2
3.2.2.4,C00020,Azotobacter vinelandii,110000,-1,-1,,3,2,2,4,,,Glycosyl,2
3.2.2.5,C00003,Aplysia californica,4.6,-1,-1,,3,2,2,5,,,Glycosyl,2
3.2.2.5,C00003,Bos taurus,67,-1,-1,,3,2,2,5,,,Glycosyl,2
3.2.2.5,C00006,Bos taurus,50,-1,-1,,3,2,2,5,,,Glycosyl,2
3.2.2.5,C00003,Deinagkistrodon acutus,260,-1,-1,22.3,3,2,2,5,85769.23077,0.002657926,Glycosyl,2
3.2.2.5,C00003,Homo sapiens,230,-1,-1,,3,2,2,5,,,Glycosyl,2
3.2.2.5,C00003,Rattus norvegicus,130,-1,-1,,3,2,2,5,,,Glycosyl,2
3.2.2.5,C00003,Streptococcus pyogenes,188,-1,-1,8390,3,2,2,5,44627659.57,1,Glycosyl,2
3.2.2.6,C00003,Bos taurus,17.1,-1,-1,57.9,3,2,2,6,3385964.912,0.006901073,Glycosyl,2
3.2.2.6,C00003,Homo sapiens,26,-1,-1,,3,2,2,6,,,Glycosyl,2
3.2.2.6,C00003,Saccharomyces cerevisiae,520,-1,-1,,3,2,2,6,,,Glycosyl,2
3.2.2.7,C00212,Arabidopsis thaliana,700,-1,-1,,3,2,2,7,,,Glycosyl,2
3.2.2.7,C00212,Hordeum vulgare,1,-1,-1,,3,2,2,7,,,Glycosyl,2
3.2.2.7,C00212,Solanum lycopersicum,9,-1,-1,,3,2,2,7,,,Glycosyl,2
3.2.2.8,C00212,Arabidopsis thaliana,700,-1,-1,,3,2,2,8,,,Glycosyl,2
3.2.2.8,C00294,Arabidopsis thaliana,1400,-1,-1,,3,2,2,8,,,Glycosyl,2
3.2.2.8,C00212,Escherichia coli,648,-1,-1,0.0645,3,2,2,8,99.53703704,7.69E-06,Glycosyl,2
3.2.2.8,C00294,Escherichia coli,1289.5,-1,-1,0.0645,3,2,2,8,50.01938736,7.69E-06,Glycosyl,2
3.2.2.8,C00387,Escherichia coli,363,-1,-1,0.0645,3,2,2,8,177.6859504,7.69E-06,Glycosyl,2
3.2.2.8,C00475,Escherichia coli,528,-1,-1,0.0645,3,2,2,8,122.1590909,7.69E-06,Glycosyl,2
3.2.2.8,C00212,Pseudomonas fluorescens,500,-1,-1,,3,2,2,8,,,Glycosyl,2
3.2.2.8,C00294,Pseudomonas fluorescens,200,-1,-1,,3,2,2,8,,,Glycosyl,2
3.2.2.8,C00475,Pseudomonas fluorescens,1000,-1,-1,,3,2,2,8,,,Glycosyl,2
3.2.2.8,C00475,Sulfolobus solfataricus,970,-1,-1,39.4,3,2,2,8,40618.5567,0.004696067,Glycosyl,2
3.2.2.9,C00170,Arabidopsis thaliana,3.4,-1,-1,2,3,2,2,9,588235.2941,0.000238379,Glycosyl,2
3.2.2.9,C00170,Campylobacter jejuni,0.93,-1,-1,2.7,3,2,2,9,2903225.806,0.000321812,Glycosyl,2
3.2.2.9,C00170,Escherichia coli,0.8,-1,-1,4,3,2,2,9,5000000,0.000476758,Glycosyl,2
3.2.2.9,C00170,Helicobacter pylori,44.9,-1,-1,4.92,3,2,2,9,109576.8374,0.000586412,Glycosyl,2
3.2.2.9,C00170,Streptococcus pneumoniae,23,-1,-1,0.25,3,2,2,9,10869.56522,2.98E-05,Glycosyl,2
3.2.2.9,C00170,Vibrio cholerae,3,-1,-1,2,3,2,2,9,666666.6667,0.000238379,Glycosyl,2
3.2.1.22,,Aspergillus nidulans,,-1,-1,586,3,2,1,22,,8.03E-05,Glycosyl,2
3.2.1.22,,Geobacillus stearothermophilus,,-1,-1,692.5,3,2,1,22,,9.49E-05,Glycosyl,2
3.2.1.22,,Saccharomyces cerevisiae,,-1,-1,46.8,3,2,1,22,,6.41E-06,Glycosyl,2
3.2.1.22,,Sphingomonas sp.,,-1,-1,448,3,2,1,22,,6.14E-05,Glycosyl,2
3.2.1.22,,Thermotoga maritima,,-1,-1,109,3,2,1,22,,1.49E-05,Glycosyl,2
3.2.1.22,,Thermotoga neapolitana,,-1,-1,157.3,3,2,1,22,,2.15E-05,Glycosyl,2
3.2.1.22,,Aspergillus nidulans,,1,1,586,3,2,1,22,,8.03E-05,Glycosyl,2
3.2.1.22,,Debaryomyces hansenii,,1,1,4.12,3,2,1,22,,5.64E-07,Glycosyl,2
3.2.1.22,,Flavobacterium sp.,,1,1,2.33,3,2,1,22,,3.19E-07,Glycosyl,2
3.2.1.22,,Geobacillus stearothermophilus,,1,1,692.5,3,2,1,22,,9.49E-05,Glycosyl,2
3.2.1.22,,Penicillium canescens,,1,1,550.445,3,2,1,22,,7.54E-05,Glycosyl,2
3.2.1.22,,Saccharomyces cerevisiae,,1,1,46.8,3,2,1,22,,6.41E-06,Glycosyl,2
3.2.1.22,,Sphingomonas sp.,,1,1,448,3,2,1,22,,6.14E-05,Glycosyl,2
3.2.1.22,,Thermomyces lanuginosus,,1,1,32.4,3,2,1,22,,4.44E-06,Glycosyl,2
3.2.1.22,,Thermotoga maritima,,1,1,109,3,2,1,22,,1.49E-05,Glycosyl,2
3.2.1.22,,Thermotoga neapolitana,,1,1,157.3,3,2,1,22,,2.15E-05,Glycosyl,2
3.1.3.1,C03360,Anabaena sp.,1807.25,-1,-1,29.9,3,1,3,1,16544.47365,7.26E-05,Phsophomonoester,3
3.1.3.1,C03360,Aspergillus caespitosus,180,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Aspergillus oryzae,220,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Bos taurus,670,-1,-1,186.65,3,1,3,1,278582.0896,0.000453364,Phsophomonoester,3
3.1.3.1,C03360,Cobetia marina,1600,-1,-1,13855,3,1,3,1,8659375,0.033653145,Phsophomonoester,3
3.1.3.1,C03360,Escherichia coli,21.24,-1,-1,61.84,3,1,3,1,2911487.759,0.000150206,Phsophomonoester,3
3.1.3.1,C03360,Gallus gallus,0.00035,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Geobacillus caldoxylosilyticus,87,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Halobacterium salinarum,10650,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Helicoverpa armigera,909,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Homo sapiens,160,-1,-1,675,3,1,3,1,4218750,0.001639543,Phsophomonoester,3
3.1.3.1,C03360,Lepus townsendii,500,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Lysobacter enzymogenes,45,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Neurospora crassa,350,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Onchocerca ochengi,560,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Oryctolagus cuniculus,2800,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Pandalus borealis,130,-1,-1,155.7,3,1,3,1,1197692.308,0.000378188,Phsophomonoester,3
3.1.3.1,C03360,Pinctada fucata,2860,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Porphyromonas gingivalis,128.5,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Rattus norvegicus,445,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Rhizopus microsporus,250,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Scrobicularia plana,2680,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Serratia marcescens,32.65,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Thermotoga maritima,134,-1,-1,58,3,1,3,1,432835.8209,0.000140879,Phsophomonoester,3
3.1.3.1,C03360,Thermus sp.,39,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Thermus thermophilus,34,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Thermus yunnanensis,746,-1,-1,603,3,1,3,1,808310.992,0.001464659,Phsophomonoester,3
3.1.3.1,C03360,Ulva pertusa,950,-1,-1,,3,1,3,1,,,Phsophomonoester,3
3.1.3.1,C03360,Vibrio sp.,110,-1,-1,1580,3,1,3,1,14363636.36,0.003837746,Phsophomonoester,3
3.1.3.11,C00354,Archaeoglobus fulgidus,150,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Bacillus methanolicus,227,-1,-1,2.55,3,1,3,11,11233.48018,6.19E-06,Phsophomonoester,3
3.1.3.11,C00354,Bacillus subtilis,9.5,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Bombus terrestris,8,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Cenarchaeum symbiosum,40,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Clonorchis sinensis,41.9,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Corynebacterium glutamicum,14,-1,-1,3.2,3,1,3,11,228571.4286,7.77E-06,Phsophomonoester,3
3.1.3.11,C00354,Escherichia coli,15.7,-1,-1,17.3,3,1,3,11,1101910.828,4.20E-05,Phsophomonoester,3
3.1.3.11,C00354,Homo sapiens,2.05,-1,-1,21.7,3,1,3,11,10585365.85,5.27E-05,Phsophomonoester,3
3.1.3.11,C00354,Mycobacterium tuberculosis,44,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Ogataea angusta,25.5,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Oryctolagus cuniculus,2.1,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00447,Oryctolagus cuniculus,1200,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Oryza coarctata,76,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Oryza sativa,66,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Pisum sativum,7.5,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Ptyas dhumnades,0.11,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Pyrococcus furiosus,315,-1,-1,9.15,3,1,3,11,29047.61905,2.22E-05,Phsophomonoester,3
3.1.3.11,C00354,Rhodococcus opacus,17,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00447,Rhodococcus opacus,15,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Saccharomyces cerevisiae,10,-1,-1,4.9,3,1,3,11,490000,1.19E-05,Phsophomonoester,3
3.1.3.11,C00354,Salmonella enterica,10.8,-1,-1,24.3,3,1,3,11,2250000,5.90E-05,Phsophomonoester,3
3.1.3.11,C00354,Sus scrofa,2.2,-1,-1,21,3,1,3,11,9545454.545,5.10E-05,Phsophomonoester,3
3.1.3.11,C00354,Synechococcus sp.,52,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00447,Synechococcus sp.,180,-1,-1,,3,1,3,11,,,Phsophomonoester,3
3.1.3.11,C00354,Thermococcus kodakarensis,100,-1,-1,17,3,1,3,11,170000,4.13E-05,Phsophomonoester,3
3.1.3.11,C00354,Thermotoga maritima,80,-1,-1,33.635,3,1,3,11,420437.5,8.17E-05,Phsophomonoester,3
3.1.3.11,C00354,Triticum aestivum,121,-1,-1,22.9,3,1,3,11,189256.1983,5.56E-05,Phsophomonoester,3
3.1.3.12,C00689,Arthrobacter sp.,390,-1,-1,3.94,3,1,3,12,10102.5641,9.57E-06,Phsophomonoester,3
3.1.3.12,C00689,Brugia malayi,360,-1,-1,24,3,1,3,12,66666.66667,5.83E-05,Phsophomonoester,3
3.1.3.12,C00689,Caenorhabditis elegans,100,-1,-1,8,3,1,3,12,80000,1.94E-05,Phsophomonoester,3
3.1.3.12,C00689,Cyberlindnera jadinii,860,-1,-1,,3,1,3,12,,,Phsophomonoester,3
3.1.3.12,C00689,Escherichia coli,2550,-1,-1,14.45,3,1,3,12,5666.666667,3.51E-05,Phsophomonoester,3
3.1.3.12,C00689,Mycobacterium smegmatis,1600,-1,-1,,3,1,3,12,,,Phsophomonoester,3
3.1.3.12,C00689,Oryza sativa,139.05,-1,-1,6.52,3,1,3,12,46889.60805,1.58E-05,Phsophomonoester,3
3.1.3.12,C00689,Propionibacterium freudenreichii,700,-1,-1,,3,1,3,12,,,Phsophomonoester,3
3.1.3.12,C00689,Rubrobacter xylanophilus,6100,-1,-1,,3,1,3,12,,,Phsophomonoester,3
3.1.3.12,C00689,Thermoplasma acidophilum,2700,-1,-1,10,3,1,3,12,3703.703704,2.43E-05,Phsophomonoester,3
3.1.3.12,C00689,Thermus thermophilus,1500,-1,-1,,3,1,3,12,,,Phsophomonoester,3
3.1.3.13,C01159,Homo sapiens,142,-1,-1,18.8,3,1,3,13,132394.3662,4.57E-05,Phsophomonoester,3
3.1.3.15,C01100,Escherichia coli,52,-1,-1,1185,3,1,3,15,22788461.54,0.002878309,Phsophomonoester,3
3.1.3.15,C01100,Lactococcus lactis,1900,-1,-1,174,3,1,3,15,91578.94737,0.000422638,Phsophomonoester,3
3.1.3.15,C01100,Thermococcus onnurineus,50,-1,-1,305,3,1,3,15,6100000,0.000740831,Phsophomonoester,3
3.1.3.18,C00988,Chlamydomonas reinhardtii,140,-1,-1,,3,1,3,18,,,Phsophomonoester,3
3.1.3.18,C00988,Escherichia coli,210,-1,-1,94,3,1,3,18,447619.0476,0.000228322,Phsophomonoester,3
3.1.3.18,C00988,Homo sapiens,780.5,-1,-1,19,3,1,3,18,24343.36963,4.62E-05,Phsophomonoester,3
3.1.3.18,C00988,Pisum sativum,30,-1,-1,,3,1,3,18,,,Phsophomonoester,3
3.1.3.18,C00988,Spinacia oleracea,29,-1,-1,292,3,1,3,18,10068965.52,0.000709254,Phsophomonoester,3
3.1.3.18,C00988,Thermoplasma acidophilum,37,-1,-1,4.1455,3,1,3,18,112040.5405,1.01E-05,Phsophomonoester,3
3.1.3.18,C00988,Zea mays,570,-1,-1,,3,1,3,18,,,Phsophomonoester,3
3.1.3.2,C00061,Labeo rohita,305,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Labeo rohita,170,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Agaricus bisporus,370,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Arabidopsis thaliana,2320,-1,-1,161.9,3,1,3,2,69784.48276,0.000393248,Phsophomonoester,3
3.1.3.2,C03360,Arachis hypogaea,760,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Aspergillus caespitosus,55.5,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Aspergillus niger,950,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Blastobotrys adeninivorans,2500,-1,-1,40850,3,1,3,2,16340000,0.099222735,Phsophomonoester,3
3.1.3.2,C03360,Bos taurus,625,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Clostridium perfringens,2840,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Cullen corylifolium,775,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Dioscorea cayenensis-rotundata,3000,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Entamoeba histolytica,1140,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Euphorbia characias,510,-1,-1,790,3,1,3,2,1549019.608,0.001918873,Phsophomonoester,3
3.1.3.2,C03360,Francisella tularensis,3110,-1,-1,4.48,3,1,3,2,1440.514469,1.09E-05,Phsophomonoester,3
3.1.3.2,C03360,Glycine max,8800,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Helianthus annuus,63.5,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Helicobacter pylori,670,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Homo sapiens,2450,-1,-1,34.3,3,1,3,2,14000,8.33E-05,Phsophomonoester,3
3.1.3.2,C03360,Hordeum vulgare,190,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Hypericum perforatum,30,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Ipomoea batatas,288.5,-1,-1,531,3,1,3,2,1840554.593,0.001289774,Phsophomonoester,3
3.1.3.2,C03360,Mucor hiemalis,434,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Musa cavendishii,1810,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Nicotiana tabacum,330,-1,-1,125,3,1,3,2,378787.8788,0.000303619,Phsophomonoester,3
3.1.3.2,C03360,Oryctolagus cuniculus,1000,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Pasteurella multocida,500,-1,-1,6.2,3,1,3,2,12400,1.51E-05,Phsophomonoester,3
3.1.3.2,C03360,Pelophylax esculentus,1390,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Phaseolus vulgaris,2200,-1,-1,850,3,1,3,2,386363.6364,0.00206461,Phsophomonoester,3
3.1.3.2,C03360,Phoenix canariensis,600,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Pinctada fucata,215.5,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Prevotella intermedia,230,-1,-1,26,3,1,3,2,113043.4783,6.32E-05,Phsophomonoester,3
3.1.3.2,C03360,Pseudomonas aeruginosa,2000,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Rattus norvegicus,230,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Saccharomyces cerevisiae,280,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Salmonella enterica,330,-1,-1,16.47,3,1,3,2,49909.09091,4.00E-05,Phsophomonoester,3
3.1.3.2,C03360,Schizophyllum commune,248,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Schizosaccharomyces pombe,240,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Secale cereale,460,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Sinorhizobium meliloti,194,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Solanum lycopersicum,3900,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Sulfolobus acidocaldarius,1900,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Sus scrofa,3700,-1,-1,470,3,1,3,2,127027.027,0.001141608,Phsophomonoester,3
3.1.3.2,C03360,Triticum aestivum,970,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Trypanosoma brucei,200,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Vigna aconitifolia,370,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Vigna mungo,490,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.2,C03360,Zea mays,400,-1,-1,,3,1,3,2,,,Phsophomonoester,3
3.1.3.21,C00093,Corynebacterium glutamicum,2900,-1,-1,1.7,3,1,3,21,586.2068966,4.13E-06,Phsophomonoester,3
3.1.3.21,C00093,Mycobacterium tuberculosis,1100,-1,-1,0.02,3,1,3,21,18.18181818,4.86E-08,Phsophomonoester,3
3.1.3.22,C00644,Aspergillus nidulans,1000,-1,-1,,3,1,3,22,,,Phsophomonoester,3
3.1.3.22,C00644,Ectocarpus siliculosus,670,-1,-1,0.015,3,1,3,22,22.3880597,3.64E-08,Phsophomonoester,3
3.1.3.22,C00644,Eimeria tenella,200,-1,-1,,3,1,3,22,,,Phsophomonoester,3
3.1.3.25,C01177,Archaeoglobus fulgidus,1700,-1,-1,3.6,3,1,3,25,2117.647059,8.74E-06,Phsophomonoester,3
3.1.3.25,C04006,Archaeoglobus fulgidus,110,-1,-1,3.6,3,1,3,25,32727.27273,8.74E-06,Phsophomonoester,3
3.1.3.25,C01177,Bos taurus,110,-1,-1,0.48,3,1,3,25,4363.636364,1.17E-06,Phsophomonoester,3
3.1.3.25,C04006,Bos taurus,100,-1,-1,0.48,3,1,3,25,4800,1.17E-06,Phsophomonoester,3
3.1.3.25,C01177,Escherichia coli,61,-1,-1,1.4,3,1,3,25,22950.81967,3.40E-06,Phsophomonoester,3
3.1.3.25,C04006,Escherichia coli,69,-1,-1,1.4,3,1,3,25,20289.85507,3.40E-06,Phsophomonoester,3
3.1.3.25,C04006,Methanocaldococcus jannaschii,91,-1,-1,5.96,3,1,3,25,65494.50549,1.45E-05,Phsophomonoester,3
3.1.3.25,C04006,Mycobacterium smegmatis,66000,-1,-1,,3,1,3,25,,,Phsophomonoester,3
3.1.3.25,C04006,Mycobacterium tuberculosis,198.5,-1,-1,3.6,3,1,3,25,18136.02015,8.74E-06,Phsophomonoester,3
3.1.3.25,C04006,Rhizobium leguminosarum,230,-1,-1,,3,1,3,25,,,Phsophomonoester,3
3.1.3.25,C04006,Thermotoga maritima,130,-1,-1,104,3,1,3,25,800000,0.000252611,Phsophomonoester,3
3.1.3.26,C01204,Aspergillus ficuum,45,-1,-1,348,3,1,3,26,7733333.333,0.000845276,Phsophomonoester,3
3.1.3.26,C01204,Aspergillus fumigatus,1435,-1,-1,411700,3,1,3,26,286898954.7,1,Phsophomonoester,3
3.1.3.26,C01204,Aspergillus japonicus,110,-1,-1,255.15,3,1,3,26,2319545.455,0.000619747,Phsophomonoester,3
3.1.3.26,C01204,Aspergillus niger,168.65,-1,-1,253.5,3,1,3,26,1503112.956,0.00061574,Phsophomonoester,3
3.1.3.26,C01204,Bacillus amyloliquefaciens,138,-1,-1,59575,3,1,3,26,431702898.6,0.144704882,Phsophomonoester,3
3.1.3.26,C01204,Bacillus sp.,50,-1,-1,26.6,3,1,3,26,532000,6.46E-05,Phsophomonoester,3
3.1.3.26,C01204,Brassica napus,305,-1,-1,,3,1,3,26,,,Phsophomonoester,3
3.1.3.26,C01204,Brassica rapa,320,-1,-1,,3,1,3,26,,,Phsophomonoester,3
3.1.3.26,C01204,Citrobacter amalonaticus,1000,-1,-1,,3,1,3,26,,,Phsophomonoester,3
3.1.3.26,C01204,Citrobacter braakii,460,-1,-1,,3,1,3,26,,,Phsophomonoester,3
3.1.3.26,C01204,Corylus avellana,160,-1,-1,,3,1,3,26,,,Phsophomonoester,3
3.1.3.26,C01204,Cucurbita maxima,2800,-1,-1,,3,1,3,26,,,Phsophomonoester,3
