EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
2.7.7.27,C00498,Solanum lycopersicum,720,1,1,,2,7,7,27,,,Other,
2.7.7.27,C00013,Streptomyces coelicolor,350,1,1,,2,7,7,27,,,Other,
2.7.7.27,C00498,Streptomyces coelicolor,2100,1,1,,2,7,7,27,,,Other,
2.7.7.27,C00013,Zea mays,1176.5,1,1,,2,7,7,27,,,Other,
2.7.7.27,C00498,Zea mays,550,1,1,,2,7,7,27,,,Other,
2.7.7.27,C00103,Nitrosomonas europaea,130,-1,-1,,2,7,7,27,,,Other,
2.7.7.27,C00498,Solanum tuberosum,240,1,1,121,2,7,7,27,504166.6667,0.122593718,Other,
2.7.7.28,C00013,Bos taurus,82,1,1,,2,7,7,28,,,Other,
2.7.7.28,C00044,Bos taurus,2600,-1,-1,,2,7,7,28,,,Other,
2.7.7.3,C00002,Corynebacterium ammoniagenes,530,-1,-1,,2,7,7,3,,,Other,
2.7.7.3,C01134,Corynebacterium ammoniagenes,190,-1,-1,,2,7,7,3,,,Other,
2.7.7.3,C00002,Mycobacterium tuberculosis,115.7,-1,-1,4.547,2,7,7,3,39299.91357,0.00460689,Other,
2.7.7.3,C01134,Mycobacterium tuberculosis,37.7,-1,-1,4.547,2,7,7,3,120610.0796,0.00460689,Other,
2.7.7.3,C00002,Rattus norvegicus,650,-1,-1,,2,7,7,3,,,Other,
2.7.7.3,C01134,Rattus norvegicus,77.5,-1,-1,,2,7,7,3,,,Other,
2.7.7.3,C00013,Escherichia coli,126,1,1,0.000917,2,7,7,3,7.277777778,9.29E-07,Other,
2.7.7.3,C00882,Escherichia coli,12,1,1,0.000917,2,7,7,3,76.41666667,9.29E-07,Other,
2.7.7.3,C00013,Sus scrofa,272,1,1,,2,7,7,3,,,Other,
2.7.7.3,C00882,Sus scrofa,14.7,1,1,,2,7,7,3,,,Other,
2.7.7.3,C00882,Mycobacterium tuberculosis,6.7,1,1,4.808,2,7,7,3,717611.9403,0.004871327,Other,
2.7.7.3,C01134,Escherichia coli,4.7,-1,-1,,2,7,7,3,,,Other,
2.7.7.30,C00013,Sus scrofa,135,1,1,,2,7,7,30,,,Other,
2.7.7.30,C00325,Sus scrofa,120,1,1,,2,7,7,30,,,Other,
2.7.7.30,C00044,Homo sapiens,50.2,-1,-1,2.5,2,7,7,30,49800.79681,0.002532928,Other,
2.7.7.30,C02985,Homo sapiens,67,-1,-1,2.5,2,7,7,30,37313.43284,0.002532928,Other,
2.7.7.30,C00044,Sus scrofa,54,-1,-1,,2,7,7,30,,,Other,
2.7.7.30,C02985,Sus scrofa,60,-1,-1,,2,7,7,30,,,Other,
2.7.7.30,C00044,Vitis vinifera,200,-1,-1,1.55,2,7,7,30,7750,0.001570415,Other,
2.7.7.33,C00013,Salmonella enterica,995,1,1,,2,7,7,33,,,Other,
2.7.7.33,C00103,Salmonella enterica,365,-1,-1,,2,7,7,33,,,Other,
2.7.7.33,C00103,Yersinia pseudotuberculosis,79,-1,-1,,2,7,7,33,,,Other,
2.7.7.34,C00013,Mus musculus,800,1,1,,2,7,7,34,,,Other,
2.7.7.34,C00394,Mus musculus,100,1,1,,2,7,7,34,,,Other,
2.7.7.35,C00008,Euglena gracilis,600,-1,-1,,2,7,7,35,,,Other,
2.7.7.35,C00009,Euglena gracilis,450,1,1,,2,7,7,35,,,Other,
2.7.7.37,C00009,Saccharomyces cerevisiae,120,1,1,,2,7,7,37,,,Other,
2.7.7.39,C00013,Staphylococcus aureus,9700,1,1,1,2,7,7,39,103.0927835,0.001013171,Other,
2.7.7.39,C00513,Staphylococcus aureus,60000,1,1,1,2,7,7,39,16.66666667,0.001013171,Other,
2.7.7.4,C00002,Geobacillus stearothermophilus,45,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Geobacillus stearothermophilus,200,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00002,Glycine max,195,-1,-1,1.49,2,7,7,4,7641.025641,0.001509625,Other,
2.7.7.4,C00059,Glycine max,2.11,-1,-1,1.49,2,7,7,4,706161.1374,0.001509625,Other,
2.7.7.4,C00002,Homo sapiens,125,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Homo sapiens,160,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00002,Penicillium chrysogenum,210,-1,-1,10.8,2,7,7,4,51428.57143,0.010942249,Other,
2.7.7.4,C00059,Penicillium chrysogenum,430,-1,-1,10.8,2,7,7,4,25116.27907,0.010942249,Other,
2.7.7.4,C00002,Rattus norvegicus,380,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Rattus norvegicus,2500,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C05697,Rattus norvegicus,100,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00002,Rhodovulum sulfidophilum,260,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Rhodovulum sulfidophilum,330,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00002,Spinacia oleracea,350,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Spinacia oleracea,870,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C05697,Spinacia oleracea,1000,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Aquifex aeolicus,57,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Aquifex aeolicus,5.1,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Archaeoglobus fulgidus,130,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Archaeoglobus fulgidus,170,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Brassica capitata,0.71,1,1,36,2,7,7,4,50704225.35,0.036474164,Other,
2.7.7.4,C00224,Brassica capitata,1,1,1,36,2,7,7,4,36000000,0.036474164,Other,
2.7.7.4,C00013,Euglena gracilis,500.5,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Homo sapiens,34.6,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Homo sapiens,4.8,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Penicillium chrysogenum,7.4,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Penicillium chrysogenum,0.35,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Rattus norvegicus,28.45,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Rattus norvegicus,25,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Spinacia oleracea,58.5,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Spinacia oleracea,2.115,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Synechococcus sp.,38.9,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Synechococcus sp.,5,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00013,Thiobacillus denitrificans,29,1,1,260,2,7,7,4,8965517.241,0.263424519,Other,
2.7.7.4,C00224,Thiobacillus denitrificans,4.5,1,1,260,2,7,7,4,57777777.78,0.263424519,Other,
2.7.7.4,C00059,Aquifex aeolicus,3300,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Astragalus bisulcatus,2800,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Astragalus hamosus,3000,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Astragalus racemosus,3100,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Astragalus sinicus,3000,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Brassica capitata,870,-1,-1,3.13,2,7,7,4,3597.701149,0.003171226,Other,
2.7.7.4,C00059,Penicillium duponti,550,-1,-1,,2,7,7,4,,,Other,
2.7.7.4,C00059,Thiobacillus denitrificans,17000,-1,-1,23.2,2,7,7,4,1364.705882,0.023505572,Other,
2.7.7.4,C00224,Glycine max,24.5,1,1,24.5,2,7,7,4,1000000,0.024822695,Other,
2.7.7.4,C00224,Penicillium duponti,0.3,1,1,,2,7,7,4,,,Other,
2.7.7.4,C00224,Pyropia yezoensis,1,1,1,,2,7,7,4,,,Other,
2.7.7.40,C01068,Haemophilus influenzae,37,-1,-1,13,2,7,7,40,351351.3514,0.013171226,Other,
2.7.7.40,C01068,Staphylococcus aureus,1280,-1,-1,,2,7,7,40,,,Other,
2.7.7.41,C00416,Bacillus subtilis,300,-1,-1,,2,7,7,41,,,Other,
2.7.7.41,C00416,Catharanthus roseus,80,-1,-1,,2,7,7,41,,,Other,
2.7.7.41,C00416,Clostridium perfringens,220,-1,-1,,2,7,7,41,,,Other,
2.7.7.41,C00416,Escherichia coli,280,-1,-1,,2,7,7,41,,,Other,
2.7.7.41,C00416,Rattus norvegicus,138,-1,-1,,2,7,7,41,,,Other,
2.7.7.42,C00002,Escherichia coli,551,-1,-1,,2,7,7,42,,,Other,
2.7.7.44,C00167,Hordeum vulgare,500,1,1,,2,7,7,44,,,Other,
2.7.7.45,C00013,Artemia salina,840,1,1,,2,7,7,45,,,Other,
2.7.7.45,C01261,Artemia salina,1060,1,1,,2,7,7,45,,,Other,
2.7.7.45,C00044,Artemia salina,2200,-2,-1,,2,7,7,45,,,Other,
2.7.7.45,C00044,Artemia sp.,6700,-2,-1,,2,7,7,45,,,Other,
2.7.7.47,C00002,Serratia marcescens,14,-1,-1,0.5,2,7,7,47,35714.28571,0.000506586,Other,
2.7.7.47,C00413,Serratia marcescens,1.3,-1,-1,0.5,2,7,7,47,384615.3846,0.000506586,Other,
2.7.7.47,C00413,Bacillus subtilis,0.08,-1,-1,,2,7,7,47,,,Other,
2.7.7.47,C00413,Escherichia coli,0.32,-1,-1,,2,7,7,47,,,Other,
2.7.7.5,C00008,Saccharomyces fragilis,0.5,-1,-1,,2,7,7,5,,,Other,
2.7.7.5,C00009,Arabidopsis thaliana,600000,1,1,3,2,7,7,5,5,0.003039514,Other,
2.7.7.5,C00224,Arabidopsis thaliana,1000,1,1,3,2,7,7,5,3000,0.003039514,Other,
2.7.7.5,C00009,Caenorhabditis elegans,46000,1,1,2.6,2,7,7,5,56.52173913,0.002634245,Other,
2.7.7.5,C00224,Caenorhabditis elegans,26000,1,1,2.6,2,7,7,5,100,0.002634245,Other,
2.7.7.5,C00009,Prosthecochloris vibrioformis,8000,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00224,Prosthecochloris vibrioformis,280,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00009,Saccharomyces cerevisiae,4900,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00224,Saccharomyces cerevisiae,1200,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00009,Saccharomyces fragilis,1.5,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00009,Thiobacillus denitrificans,12000,1,1,,2,7,7,5,,,Other,
2.7.7.5,C00224,Thiobacillus denitrificans,300,1,1,,2,7,7,5,,,Other,
2.7.7.50,C00013,Saccharomyces cerevisiae,2000,1,1,,2,7,7,50,,,Other,
2.7.7.50,C00044,Homo sapiens,1.1,-1,-1,,2,7,7,50,,,Other,
2.7.7.50,C00044,Triticum aestivum,2.7,-1,-1,,2,7,7,50,,,Other,
2.7.7.50,C00044,Vaccinia virus,15.25,-1,-1,0.025,2,7,7,50,1639.344262,2.53E-05,Other,
2.7.7.51,C00014,Chlorella sp.,10000,-1,-1,,2,7,7,51,,,Other,
2.7.7.51,C00224,Chlorella sp.,820,-1,-1,,2,7,7,51,,,Other,
2.7.7.53,C00002,Saccharomyces cerevisiae,5700,-1,-1,96,2,7,7,53,16842.10526,0.097264438,Other,
2.7.7.53,C00008,Saccharomyces cerevisiae,505,-1,-1,96,2,7,7,53,190099.0099,0.097264438,Other,
2.7.7.53,C00009,Acutodesmus obliquus,160,1,1,,2,7,7,53,,,Other,
2.7.7.53,C01260,Acutodesmus obliquus,5.3,1,1,,2,7,7,53,,,Other,
2.7.7.53,C00009,Mycobacterium tuberculosis,940,1,1,8.48,2,7,7,53,9021.276596,0.008591692,Other,
2.7.7.53,C01260,Mycobacterium tuberculosis,100,1,1,8.48,2,7,7,53,84800,0.008591692,Other,
2.7.7.53,C00009,Saccharomyces cerevisiae,1500,1,1,,2,7,7,53,,,Other,
2.7.7.53,C01260,Saccharomyces cerevisiae,60,1,1,,2,7,7,53,,,Other,
2.7.7.53,C01260,Dolichospermum flos-aquae,6,1,1,,2,7,7,53,,,Other,
2.7.7.58,C00002,Escherichia coli,1120,-1,-1,5.83,2,7,7,58,5205.357143,0.005906788,Other,
2.7.7.58,C00196,Escherichia coli,2.7,-1,-1,5.83,2,7,7,58,2159259.259,0.005906788,Other,
2.7.7.60,C11434,Escherichia coli,215.5,-1,-1,48.4,2,7,7,60,224593.9675,0.049037487,Other,
2.7.7.60,C11434,Francisella tularensis,178,-1,-1,1,2,7,7,60,5617.977528,0.001013171,Other,
2.7.7.60,C11434,Mycobacterium tuberculosis,43,-1,-1,,2,7,7,60,,,Other,
2.7.7.62,C00044,Methanocaldococcus jannaschii,2.4,-1,-1,,2,7,7,62,,,Other,
2.7.7.62,C00044,Salmonella enterica,21.3,-1,-1,0.058,2,7,7,62,2723.004695,5.88E-05,Other,
2.7.7.63,C00002,Escherichia coli,8.85,-1,-1,0.133,2,7,7,63,15028.24859,0.000134752,Other,
2.7.7.63,C00725,Escherichia coli,1.7,-1,-1,0.133,2,7,7,63,78235.29412,0.000134752,Other,
2.7.7.64,C00013,Arabidopsis thaliana,160,1,1,138,2,7,7,64,862500,0.139817629,Other,
2.7.7.64,C00013,Leishmania major,728,1,1,127.5,2,7,7,64,175137.3626,0.129179331,Other,
2.7.7.64,C00013,Pisum sativum,475,1,1,,2,7,7,64,,,Other,
2.7.7.64,C00013,Trypanosoma cruzi,135,1,1,,2,7,7,64,,,Other,
2.7.7.64,C00075,Arabidopsis thaliana,77,-1,-1,108,2,7,7,64,1402597.403,0.109422492,Other,
2.7.7.64,C00075,Glycine max,170,-1,-1,,2,7,7,64,,,Other,
2.7.7.64,C00075,Leishmania major,107,-1,-1,205,2,7,7,64,1915887.85,0.207700101,Other,
2.7.7.64,C00075,Pisum sativum,1159,-1,-1,,2,7,7,64,,,Other,
2.7.7.64,C00075,Thermus caldophilus,200,-1,-1,0.4,2,7,7,64,2000,0.000405268,Other,
2.7.7.64,C00075,Trypanosoma cruzi,28.4,-1,-1,,2,7,7,64,,,Other,
2.7.7.65,C00044,Pseudomonas syringae,12.96,-2,-1,40.56,2,7,7,65,3129629.63,0.041094225,Other,
2.7.7.68,C00044,Methanocaldococcus jannaschii,56,-1,-1,,2,7,7,68,,,Other,
2.7.7.68,C19156,Methanocaldococcus jannaschii,36,-1,-1,,2,7,7,68,,,Other,
2.7.7.69,C00009,Arabidopsis thaliana,505.5,-1,-1,,2,7,7,69,,,Other,
2.7.7.72,C00002,Archaeoglobus fulgidus,270,-1,-1,2.56,2,7,7,72,9481.481481,0.002593718,Other,
2.7.7.72,C00002,Sulfolobus shibatae,500,-1,-1,0.035,2,7,7,72,70,3.55E-05,Other,
2.7.7.72,C00013,Escherichia coli,600,1,1,1.9,2,7,7,72,3166.666667,0.001925025,Other,
2.7.7.9,C00013,Acanthamoeba castellanii,2400,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Acanthamoeba castellanii,50,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Arabidopsis thaliana,50,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Arabidopsis thaliana,50,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Homo sapiens,190,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Homo sapiens,160,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Hordeum vulgare,39,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Hordeum vulgare,65,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Leishmania major,200,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Leishmania major,105,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Oryctolagus cuniculus,147,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Oryctolagus cuniculus,50,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Solanum tuberosum,110,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Solanum tuberosum,120,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00013,Sorghum bicolor,54,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Cucumis melo,110,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00029,Saccharomyces cerevisiae,35,1,1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Acanthamoeba castellanii,58,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Acanthamoeba castellanii,680,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Arabidopsis thaliana,125,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Arabidopsis thaliana,250,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Bos taurus,100,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Bos taurus,30,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Cucumis sativus,320,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Cucumis sativus,680,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Escherichia coli,58,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Escherichia coli,10,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Homo sapiens,48,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Homo sapiens,466.5,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Hordeum vulgare,59,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Hordeum vulgare,53.5,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Leishmania major,70,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Leishmania major,192,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Oryctolagus cuniculus,48,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Oryctolagus cuniculus,55,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Solanum tuberosum,100,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Solanum tuberosum,410,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Sorghum bicolor,30,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Sorghum bicolor,30,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Sphingomonas elodea,118.25,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00075,Streptococcus equi,8.5,-1,-1,58.93,2,7,7,9,6932941.176,0.05970618,Other,
2.7.7.9,C00103,Streptococcus equi,36.4,-1,-1,58.93,2,7,7,9,1618956.044,0.05970618,Other,
2.7.7.9,C00075,Trypanosoma brucei,53,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Trypanosoma brucei,122,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Caenorhabditis elegans,715,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Cucumis melo,240,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Danio rerio,183,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Drosophila melanogaster,316,-1,-1,,2,7,7,9,,,Other,
2.7.7.9,C00103,Saccharomyces cerevisiae,830,-1,-1,,2,7,7,9,,,Other,
2.7.8.1,C00055,Rattus norvegicus,140,1,1,,2,7,8,1,,,Other,
2.7.8.1,C00570,Bos taurus,0.71,-1,-1,,2,7,8,1,,,Other,
2.7.8.1,C00570,Chlamydomonas reinhardtii,61,-1,-1,,2,7,8,1,,,Other,
2.7.8.1,C00570,Homo sapiens,99.5,-1,-1,,2,7,8,1,,,Other,
2.7.8.1,C00570,Rattus norvegicus,20.15,-1,-1,,2,7,8,1,,,Other,
2.7.8.1,C00570,Saccharomyces cerevisiae,52.5,-1,-1,,2,7,8,1,,,Other,
2.7.8.11,C00055,Oryctolagus cuniculus,2800,1,1,,2,7,8,11,,,Other,
2.7.8.11,C00055,Saccharomyces cerevisiae,22,1,1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Arabidopsis thaliana,400,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Candida albicans,550,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Canis lupus,1130,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Chlamydomonas reinhardtii,107.5,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Homo sapiens,280,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Oryctolagus cuniculus,100,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Rattus norvegicus,1300,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Ricinus communis,300,-1,-1,,2,7,8,11,,,Other,
2.7.8.11,C00137,Saccharomyces cerevisiae,90,-1,-1,,2,7,8,11,,,Other,
2.7.8.13,C00105,Escherichia coli,77,1,1,,2,7,8,13,,,Other,
2.7.8.13,C00105,Staphylococcus aureus,27,1,1,,2,7,8,13,,,Other,
2.7.8.13,C04702,Bacillus megaterium,93,-1,-1,,2,7,8,13,,,Other,
2.7.8.13,C04702,Bacillus subtilis,940,-1,-1,5.3,2,7,8,13,5638.297872,1,Other,
2.7.8.13,C17556,Bacillus subtilis,160,-1,-1,5.3,2,7,8,13,33125,1,Other,
2.7.8.13,C04702,Escherichia coli,62,-1,-1,,2,7,8,13,,,Other,
2.7.8.13,C04702,Staphylococcus aureus,20,-1,-1,,2,7,8,13,,,Other,
2.7.8.13,C04882,Staphylococcus aureus,61,-1,-1,,2,7,8,13,,,Other,
2.7.8.15,C00043,Acanthamoeba castellanii,0.5,-1,-1,,2,7,8,15,,,Other,
2.7.8.15,C00043,Bos taurus,4.5,-1,-1,,2,7,8,15,,,Other,
2.7.8.15,C00043,Glycine max,0.42,-1,-1,,2,7,8,15,,,Other,
2.7.8.15,C00043,Saccharomyces cerevisiae,15,-1,-1,,2,7,8,15,,,Other,
2.7.8.15,C00043,Sus scrofa,0.15,-1,-1,,2,7,8,15,,,Other,
2.7.8.17,C00043,Bos taurus,30,-1,-1,,2,7,8,17,,,Other,
2.7.8.17,C00043,Ceratitis capitata,200,-1,-1,,2,7,8,17,,,Other,
2.7.8.17,C00043,Rattus norvegicus,29.5,-1,-1,,2,7,8,17,,,Other,
2.7.8.2,C00055,Rattus norvegicus,180,1,1,,2,7,8,2,,,Other,
2.7.8.23,C17946,Streptomyces hygroscopicus,2.2,0,0,,2,7,8,23,,,Other,
2.7.8.26,C05775,Pseudomonas denitrificans,7.8,1,1,,2,7,8,26,,,Other,
2.7.8.28,C19154,Methanocaldococcus jannaschii,32,-1,-1,,2,7,8,28,,,Other,
2.7.8.28,C19155,Methanocaldococcus jannaschii,17,-1,-1,,2,7,8,28,,,Other,
2.7.8.4,C00570,Gallus gallus,85,-1,-1,,2,7,8,4,,,Other,
2.7.8.6,C00052,Salmonella enterica,0.55,-1,-1,,2,7,8,6,,,Other,
2.7.8.6,C17556,Salmonella enterica,78.5,-1,-1,,2,7,8,6,,,Other,
2.7.8.7,C00010,Bacillus subtilis,7,-1,-1,0.208,2,7,8,7,29714.28571,0.039245283,Other,
2.7.8.7,C03688,Bacillus subtilis,1.4,-1,-1,0.208,2,7,8,7,148571.4286,0.039245283,Other,
2.7.8.7,C00010,Escherichia coli,50,-1,-1,1,2,7,8,7,20000,0.188679245,Other,
2.7.8.7,C03688,Escherichia coli,1.25,-1,-1,1,2,7,8,7,800000,0.188679245,Other,
2.7.8.7,C00010,Mycoplasma pneumoniae,40,-1,-1,0.002,2,7,8,7,50,0.000377358,Other,
2.7.8.7,C00010,Pseudomonas aeruginosa,3.8,-1,-1,0.075,2,7,8,7,19736.84211,0.014150943,Other,
2.7.8.7,C00010,Pseudomonas putida,11,-1,-1,0.037,2,7,8,7,3363.636364,0.006981132,Other,
2.7.8.7,C00010,Streptococcus pneumoniae,4,-1,-1,0.3,2,7,8,7,75000,0.056603774,Other,
2.7.8.7,C00010,Streptomyces pneumoniae,9.3,-1,-1,,2,7,8,7,,,Other,
2.7.8.7,C03688,Streptomyces pneumoniae,0.9,-1,-1,,2,7,8,7,,,Other,
2.7.8.7,C03688,Homo sapiens,5.3,-1,-1,,2,7,8,7,,,Other,
2.7.8.7,C03688,Spinacia oleracea,37,-1,-1,,2,7,8,7,,,Other,
2.7.8.7,C03688,Vibrio harveyi,8.7,-1,-1,,2,7,8,7,,,Other,
2.7.9.1,C00002,Acetobacter aceti,200,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Acetobacter aceti,830,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Acetobacter aceti,27,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Clostridium symbiosum,75,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Clostridium symbiosum,700,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Clostridium symbiosum,90,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Entamoeba histolytica,284,-1,-1,12.5,2,7,9,1,44014.08451,0.009398496,Other,
2.7.9.1,C00022,Entamoeba histolytica,152534,-1,-1,12.5,2,7,9,1,81.94894253,0.009398496,Other,
2.7.9.1,C00002,Flaveria bidentis,49,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Flaveria bidentis,138,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Flaveria bidentis,59,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Flaveria brownii,50,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Flaveria brownii,256,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Flaveria brownii,32,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Giardia intestinalis,32,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Giardia intestinalis,1800,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Giardia intestinalis,75,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Komagataeibacter xylinus,400,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Komagataeibacter xylinus,800,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Komagataeibacter xylinus,200,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Propionibacterium freudenreichii,4,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Propionibacterium freudenreichii,1000,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Propionibacterium freudenreichii,100,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Thermoproteus tenax,8000,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Thermoproteus tenax,800,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Triticum aestivum,36,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Triticum aestivum,430,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Triticum aestivum,25,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00002,Zea mays,42,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00009,Zea mays,500,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00022,Zea mays,101,-1,-1,,2,7,9,1,,,Other,
2.7.9.1,C00013,Acetobacter aceti,62,1,1,,2,7,9,1,,,Other,
2.7.9.1,C00020,Acetobacter aceti,6,1,1,,2,7,9,1,,,Other,
